text,classification
"Palestinians continue to hijack Black Lives Matter.\n\nIf you think Jews building houses is akin to strangling someone to death, you just might be an antisemite. https://t.co/KxEdyENGRf",0
"👇🏼 Trump’s game is voter suppression. He’ll try to keep Black people, women, Jews &amp; so on from voting with stunts like this. The point? If you don’t vote, that’s effectively a vote for Trump. It’s what he wants you to do. Don’t fall for it. https://t.co/VRxLXaUeey",0
"Conservative estimates are he killed twice as many Africans as Hitler did Jews (not downplaying the Holocaust, if that’s what you think, slap yourself)..yet I NEVER heard his name one time in school, literally. https://t.co/FZBKnZmnKp",0
"@adamkuban @_maxmaxed @NYCBikeLanes @Julcuba @StephenLevin33 @NYC_DOT OK. Just trying to give you perspective. Some children have needs unlike others, let's say for visible Jews in that area, that may mean safety from rampant antisemitism in PS (ahemm), prayer space, school around a specific calendar, stronger morals, etc. PS just ain't cutting it.",0
We are at the John Hansard Gallery tonight to listen to Prof Abigail Greene's talk on 'Jews and Muslims in European History'. Thank you to the Centre for imperial and post-colonial studies to coorganize this event with the Parkes Institute @ParkesInstitute @HumanitiesUoS https://t.co/8vXwUXw6Uj,0
People who are not Jews of color should not be speaking over Jews of color on this.,0
"""Putin left out the Soviet’s long record of covering up &amp; minimizing the genocide of Jews in order to keep the focus on Nazi crimes against the Soviet people—as well as Stalin’s persecution &amp; murder of Jewish anti-Nazi activists in the postwar years"" https://t.co/Tb2ktCi7sy",0
"@Rationalist06 @1vitaceae @SDinJlm @BDSmovement @IlhanMN Jews have lived in Israel for 4,000 years. The Arabs did not even arrive until after Mohammed. Before that, they lived south and east of Jordan. This is our land.",0
"If Jews are telling you that other Jews are: \n\n-Insular and clannish\n-Only out for themselves\n-Ignorant and backwards\n-Spreading disease \n-Causing antisemitism\n\nThat's not analysis, that's internalized antisemitism.",0
HAVE YOU CONFESSED YOUR SINS? (Paul) solemnly testifying to both Jews &amp; Greeks of repentance toward God and faith in our Lord Jesus Christ (Acts 20:21).,0
"@RealChaimHaber @JewishAgency From the days of the Spanish Inquisition to the modern ADL, Jews rhetorically displace ""foreignness"" away from themselves to the movement that is hostile to their tribal interests.",1
"So #Marxism is founded on a man who was Jewish but hated Jews,  a racist, and who had zero significance while he was alive?   So why are ppl worshipping at the house of Marx today?",0
"'Nearly two-thirds of US adults unaware 6m Jews killed in the #Holocaust.'\n\nAccording to survey of adults 18-39, 23% said they believed the Holocaust was a myth, had been exaggerated or they weren’t sure. https://t.co/9zHP1HZNBX",0
"One of the 1,575 Jews deported to #Auschwitz on 24 June 1943 from Sosnowiec &amp; Będzin ghettos &amp; murdered in a gas chamber. \n\nHis name was Michał Lask. He was 14 years old. https://t.co/gwtJzLLYUX https://t.co/HqurIEB6WX",0
"Charlie Hebdo would have zero guts to publish cartoons making fun of the holocaust (or Jews) or Mother Mary or LGBTQ community.\nLet's have a conversation on ""what's the big deal with the cartoons on Prophet Muhammad"" after that.\nThe world has resorted to bullying Muslims.",0
@shahid_siddiqui 😂😂😂\n\nTell this to missing Jews of Arab.,0
"Jesus knew that he came 2,000 years too soon. He came to remind the Jews, to cleanse them by the law of God given to them by Moses. #Farrakhan #NOISundays",1
"@RealJamesWoods If they were BLM protesters, how would they deal with it?  Stand down?  Jews need to burn down NYC to get respect.",0
"MEMO to LABOUR MPs with ability to think independently\n\nPlease try and STOP what Starmer is doing\n\nDon't you see what is happening?\nCountless Jews are being suspended for ""antisemitism""\n\nThis is NOT really about antisemitism\n\nUntold harm is being done to Labour and to Jews in UK",0
@RuslanSmith1 @Thom4s_Dank @c0g1018 @FayeH321 @BenMFreeman @jeremycorbyn It's the white European colonialist Zionist jews  who had no presence there in the preceding thousands of years that cause the problems in Palestine. Pretending white Europeans have any link to the middle East at all is an anti Palestinian trope. Palestinians are also all semites,1
The leader of the Republican Party believes in Concentration Camps.\n\nOk MAGA Jews - looking at you @benshapiro - what do you have to say?,0
"On this day in 1987, over 250,000 Americans, Jews and gentile allies, gathered at the National Mall with a simple message: Let my people go. \n\nIt was a rallying cry for Soviet Jews. \n\nIt was the largest Jewish march in American history. I call America home because of this work. https://t.co/ilJTDOBiwb",0
@khwamkhwah Are you referring to the Jews of Europe?,0
"There are 1000s &amp; 1000s of pictures of Jesus and Mary in Western art. How many can you find that actually look Jewish? It's not because the painters had never seen any Jews, either. https://t.co/PBnpjAAJ5b",0
"@MairavZ Ah, and Jews control the world....Nazis were right.\n\nStop sounding like a Nazi. They murdered my family &amp; yours. Browning up to them, will not make them like us more.",0
@1littleBIGMOUTH @lackboys3 @CoriBush @lsarsour Yep. Both also hate the 7 million Jews in Israel. Sarsour is against humanizing Israelis. Her words.,0
@dbongino There were none white nationalists and neo-nazis in the group that was shouting “the Jews will not replace us?”,0
‘Jews and apostate Muslims deserve punishment’: How jihadists justify coronavirus to hustle for recruits - World News - https://t.co/ih6mLTaTnq https://t.co/ZXX0BxuRJu,0
“Rounding up the Jews” is an optic that I would never have expected to see in my American lifetime. DeBlasio is a criminal. No wonder he changed his name from Wilhelm.   He is an anti-Semite thug piece of shit. https://t.co/15cxKSAoOR,0
"NBA Store Allows 'Defund Police,' 'Beware of Jews' on Custom Jerseys, But Not 'Free Hong Kong' https://t.co/daAmaoLTnX",0
"“I was born here in NYC, but I made it my home when I was 19. I began working with Jews for Jesus a year after I graduated from Hunter College.” Liz\n\nCheck out more of Liz’s story on our Instagram and Facebook pages. https://t.co/FqPXd84vt5",0
Daniel Greenfield  Democrat Backing for Anti-Semitism is Killing Jews https://t.co/F99clo776D,0
"we choose to not eat meat for easter, theres also ramadan for muslims, and passover for the jews. its all the same story, just a different narrative",0
@LeanneWood Your a moron was it futile to stop the extermination of the Jews? Also Hitler was a National SOCIALIST. I think your village is missing an idiot. I'd hurry back there as soon as possible.,0
@RealthingUlli I’ve seen this also in London. Pakistanis dressed up like Saudis to pretend they hate Britain. They are creating this to tell people that anyone dressed like that are enslaving you. This is no less then what Nazis used to do for propaganda against Jews before WW2,0
"This is what you’re not allowed to do, Ryan. Scale and evaluate antisemitism so you can dismiss it from your camp. Speaking for Jews isn’t your job and never will be. https://t.co/MUmGMQdjDZ",0
CNN compares Trump to Nazis purging Jews https://t.co/T5EcBjeDXi,0
"""No Zionists allowed""\n\nIt is back to the days of 'no dogs or Jews'. \n\nWe are hearing this messaging frequently - in hard-left spaces - such as in unions, at demos and on campus.\n\nThis anti-Jewish racism must be faced down and sent back to the toxic sewers where it belongs.",0
Martin Luther King’s famous\n “I Have A Dream” \nwas originally called “Normalcy Never Again”.\n\nThe Jews co-opted the grassroots organizations &amp; created the Civil Rights Movement.\n\nProfessor 👨🏾‍🏫 Tony Martin exclaims how Stanley Levinson ✡️wrote many of King’s speeches https://t.co/5XBaliySOq,0
"*JEWISH POLL:* In a national poll commissioned by Ami Magazine with 1,000 respondents, 83% of Orthodox Jews say they're voting for President Trump, while 13% said they're voting for VP Biden.\n\nIn Ami's last poll, conducted back in 2016, 54% said they were voting for the president https://t.co/DMvKWGXsH3",0
But the Jews will still vote for him. https://t.co/5EIn9ilJyp,0
Today is Holocaust rememberance day.\n\nIt is now 75 years since Auschwitz was liberated. \n\n6 million Jews and 11 million other were brutally murdered by the Nazis.\n\nHistory has showed us time and time again the evils of the far-left.\n\nIt is pure evil.\n\n#NeverAgain #Auschwitz75,0
"Even if we get Biafra , we would still buy the best spots in Nigeria and control their economy like the Jews . Igbo guys na enye nsogbu",1
"@hamedmoj Ah yeah, Haifa In ISRAEL is a beautiful city!!!  Jews, Muslims, Christians, Bahai all living together in harmony!!!  Only in Israel!!!! 👏🏼👏🏼",0
"@DaMadMattster @horsepro001 @TimHairston7 @AgramonteVictor Yes. Same case when the temple in Jerusalem was destroyed and the Jews were scattered.  But God wants to redeem us from wrath. 1The5:9 redemption is like the land title redemption, depicted by un-sealing the scroll",0
"@Vidyachaudhary4 which part, the part where it advices you on how to beat your wife or what is the punishment for jews?",0
It's Friday\n\n100 years ago Jews in Jerusalem were recovering from an anti-Jewish riot that killed 5 and injured 100s\n\nToday they welcome the Shabbat in the capital city of a Jewish state with over 9 million citizens\n\nThat's progress.\n\nShabbat shalom everyone -have a great weekend,0
IDIOTS want to have an my atrocity is more horrible than your atrocity LMFAO Jews Native Americans and Blacks shouldn't ever get involved in that bullshit discussion that leads absolutely nowhere and benefits absolutely no one LMFAO I've been treated worse than you LMFAO IDIOTS,0
Premier says violent targeting of Muslims is akin to what Nazis did with Jews in Germany https://t.co/MUmtiAEXPn https://t.co/gPlfXCfCgd,0
"It’s much easier to blame Orthodox Jews for a contagious disease outbreak than it is to translate public health materials into Yiddish, recruit community leaders, and do community education on the disease",0
Diaspora and Israeli orgs and communities around the world will participate on Saturday in a mass #Kaddish Mourners’ Prayer and say a specially designed Memorial #Prayer for Jews buried in inaccessible Arab countries across the Middle East &amp; North Africa.\n\nhttps://t.co/uVR3rdbIn1,0
"you know what's make me sad? that if it was church or mosque EVERYONE were talking about it, no one would stay silent, including celebrities. but who care about jews right?",0
@kanyewest Yeah Nick Cannon is a great guy \n\nImagine if a white person said about black people what he said about whites and Jews...\n\nYou think he would still have a job and billboards up around LA? ..\n\nhttps://t.co/pDJKUkpUCw,0
I had to leave Austria due to the persecution of Jews. #disgusting,0
Jews Top Target of Hate Crimes in 2019\nhttps://t.co/4yKKYDP0Zu,0
"I keep seeing this narrative here about how the Jews were passive and meek during the Holocaust, didn’t protest, and it makes me furious. It is wrong, it is dangerous, and it is harmful af. \n\n1/x thread",0
@jondutoit Side note: if they want to count jews as brown people it would really throw off the statistics they try to use to claim systemic oppression.,0
How do y’all really be silly enough to say Jews run the world when your laws and society have been shaped by European Christianity for centuries at this point? Christians enslaved you but Jews are the world’s evil... lmao,0
@FatFreds_Cat “JVP - No Jews Allowed”,0
"Sweden: Muslim-dominated Malmö ‘was once a safe haven for Jews, but today only 200 remain and are being harassed’ https://t.co/rATkr18WZh",0
"Palestinian MP waving a knife during a rally in Gaza, while calling on Palestinians to stab Jews: """"The knife is our choice. The knife symbolizes the battle... We have brought slaughter upon you. We will disperse you. Just wait, oh Jews.""\n\nhttps://t.co/TJmceSfwwr",0
"If the US elections were held today—three weeks before the Nov. 3 election—83 percent of Orthodox Jews would vote for President Trump, according to a poll released on Wednesday. https://t.co/qrZPkv3JqS",0
"The Jews have survived over 3500 years, and faced horrific evil; and I think they'll easily survive DeCommio\nhttps://t.co/mSKyCXfTmK",0
"Catholic Priests, Orthodox Jews Sue Gov. Cuomo, de Blasio For Alleged Selective Lockdowns https://t.co/0KYRueZ1Su via @SaraCarterDC",0
@KThomasDC @JoeBiden I’m surprised. They don’t like Jews.,0
"Asking a Biafran to pray for Unity of zoo Nigeria, is like asking Jews to pray for Adolf Hitler's long life. I pray Nigeria is not my country, &amp; I can't uphold her honor &amp; glory or be faithful &amp; honest, so break it God Ise #TwoNigeriaS @POTUS @10DowningStreet @UN @MaziNnamdiKanu",0
@DavidAFrench @RonColeman Let's call it what it is.  Black people attacking Jews,0
"Jews are one of the groups that’s harassed and discriminated against the most. Why no media? Jews are mostly white. Jews are often wealthy. Lots of big Dems are Jews, and they want to control all the OTHER Jews. https://t.co/aq793gYGsJ",1
"On the one year anniversary of the Jersey City shooting, Blacks and Jews reflect on how tragedy sparked unity, ⁦@deenayellin⁩ reports.\n\n https://t.co/dI065lEO3i",0
"Nobody HATE Jews more than the Caliphate of England except the Nazis. Millions of Jewish BIAFRANS Starved to Death for hatred and to STEAL oil and gas without meters. LIBERTY, THE GREATEST FEAR OF GLOBALIST. @POTUS @VP @SecPompeo @IsraeliPM @BorisJohnson @MaziNnamdiKanu https://t.co/1PspLfpma9",0
"@2fayechiu @LisaFranceCNN @CNN Just FWI, Cleopatra was GREEK. Even if she was not, Israeli's/Jews have lived in that region for thousands years/are natives. I realize you are trying to fight to end color blind casting, but in this instance you are actually committing the very offense you are trying to fight",0
"Initially, the Nazi regime pursued a policy aimed at mass emigration of Jews from Germany. Successive measures disenfranchising Jews were intended to make life unbearable for Jews in Germany and force them to emigrate. (2/6)",0
"chemical baths were used during the holocaust by Nazis to ""clean"" Jews &amp; before that by Americans at their borders to debug Mexicans.The baths were fatal/injurious.\nIndia should worry abt these images being flashed internationally cause they will be seen as HumanRightsViolations. https://t.co/aspE1l7m8M",0
@TheMatravius @deezelsmoke @cadillaccannon @michaelharriot @terrycrews Do u see all those Jews from the Holocaust or Natives living in the past crying that the worlds still holding them back? No just the Sensitive lil tit babies,0
@MadVickie @ReverendWarnock The implied anti-semitism is also present -- Black civil rights leaders like MLK were the rabble-rousing “puppets” of communists and Jews.,0
Antisemitism is not a 'political view' it is a hatred of Jews.\n\n@bbc @SkyNews would not excuse racist views as a 'political view' -they would treat it as unnacceptable racism.\n\nBy treating antisemitism differently they give it an air of legitimacy and help it to spread. \n\nEnough.,0
Antisemitic Christians view Jews as little more than a plot device in Jesus' origin story and treat us as such. Toxic fandom 101.,0
"@UNHumanRights Then PALESTINIANS have the right to be Defended for whats right. Is""Human Rights"" for all Except 4 Palestinians? Is it your Fear for the uk and usa? Or is it fear for the jews?PALESTINIAN LIFES MATTER 2. Stop giving a blind eye to the Injustice happening. Its all about Arms deals",0
"Today we honour Raoul Wallenberg, who worked selflessly to save tens of thousands of Hungarian Jews from the Nazis. He was a true hero, and should inspire us all to stand up against antisemitism &amp; hatred in all its forms wherever &amp; whenever it occurs. https://t.co/eaO55ZyGeN",0
"@ben22305631 Maybe those who don't obey, could be identified with yellow crosses on their clothing, like Jews in Nazi Germany.",0
Imam Hussein (AS) is the same person whose martyrdom in Karbala is predicted in the book Nabuid_Hild of the Jews and in that book he is called the best creation of God. The same person who is described in the Christian Bible as a famous victim.\n#Hussain,0
"""Five per cent of UK adults do not believe millions of Jews were systematically murdered by the Nazis, according to the survey, which survivors and anti-racism campaigners said pointed to a “terribly worrying” level of denial.""\n\nhttps://t.co/AaMWwgZAxH",0
"In second night of demonstrations by Orthodox Jews infuriated by Covid-19 clampdown on their Brooklyn neighborhoods, a rally in support of President Trump turned violent with at least a hundred Hasidim setting fires and burning masks in the streets. https://t.co/ZT7asP8U9d",0
"@SethDillon “If the Holocaust was real, then where are all of the Jews that were murdered and why have they not come forward?”",0
What are the similarities between the Ndebele Nation and the Jews? https://t.co/tG9VQJrCT5,0
"BREAKING:  Orthodox Jews are asking the United States Supreme Court to block Cuomo’s coronavirus restrictions on houses of worship, accusing Cuomo of having a “‘discriminatory object’ of targeting Orthodox practices.”",0
"As Israel and Moroccan Jews celebrate new ties, others are critical https://t.co/GwzhHBr85T",0
"54% of the time, the undisputed world chess champion has been Jewish.  This is an example of high Jewish IQ. Jews are better than gentiles at making money, but also better than gentiles at totally useless endeavors like playing chess.\n\nhttps://t.co/mGETipDKCm",1
"2. Jesus was telling woman that unlike the Jews, Gentiles didn’t seek to follow after the nourishment of God’s word but had other Masters. Her response was to say she wasn’t a scavenger, but rather wanted the nourishment from “THE master’s table” (God). Jesus blessed her faith. https://t.co/ObDe14EGZC",0
Cuomo continues to scapegoat the Orthodox Jews.  It’s appalling. And there’s virtually no opposition or condemnation.  Please watch the video https://t.co/Iq5rxVTzDM,0
Love this! Jews for @realDonaldTrump \nhttps://t.co/bMW8fh7SRF,0
"#JinnahWasRight\nI would have to say no.\n\nNot because of the Muslims versus Jews debate, or the ties many people have to the third most holiest site in Islam, Al-Aqsa Mosque, but based more on a human level.\n@m_Ramzan_m \n@Jzba_e_Pakistan https://t.co/fzoCDTrjHc",0
"@GoldenxSal they are the slave trade. jews werent liked by their ppl so they had to fins somebody everybody hated kore than them. research william leeve amd what he had to do with slavery, he was a jew. its many many more. thats just one of rhe top of my head.",1
"@affinity292 Because racism is part of the issue.  Like the Ethiopian Jews in Israel being sterilized without consent, being discriminated against.   Because it goes hand in hand.",1
"@cholent_lover @hell_babey @Felgraf_Physics @jollycyanide @mivmine @vonKraush @jewish_biroace @chick_in_kiev @yonina___ There's accounts attacking anyone Jewish who doesn't meet their fundamentalist religious definition.\nThen there's misinformation on Molly spread to the same Jews who've been getting harassed for days.\nSome of them took the bait; that set up another cycle of baiting, &amp; another...",0
NYPD and LAPD crack down on Hasidic Jews and recreational baseball players for violating social distancing orders https://t.co/5oZEMADqrb via @twitchyteam,0
"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave.\nIn India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were! @Global_Musings",0
@McFly253 @wavjoi @ADL 6 million Jews were never systematically slaughtered. Check the world almanac population of jews in Europe before and after the war. \n\nCheck out the Red Cross whom had thousands of volunteers in Germany on the ground to account for casualties. 250K at the very most. 6m is a joke,1
@WileyCEO Jews marched arm in arm with MLK and were almost the only whites to support the ANC for decades.,0
"Every time the SA-Indian question comes up, I always think about how the Irish became white (vs how the Jews became white) in the US.\nIndians in SA pursued the same approach as the Irish of ""we are not like the nigg**s"" but drawing differences between them and the k*ff*rs.",0
@temasmith Blaming Black Jews for antisemitism WE ALSO EXPERIENCE is antisemitic and anti-Black. I’m so sick of the racism in this community where I can’t even talk about my EXPERIENCE OF ANTISEMITISM  without being victim blamed and attack by racists who want me to shut up and disappear,0
Catholics and Orthodox Jews Sue New York Governor Over Lockdown Regime https://t.co/kKcqx0712j via EpochTimesUSNews https://t.co/IXRBEmb2ft,0
"Ilhan Omar Introduces Resolution Condemning Racism, White Men, And The Jews https://t.co/QPfO7dBxms",0
Include Jews in your activism. @annarajagopal https://t.co/9iD8IJIOsF,0
"@FWellove @SuhelGMZ @jeremycorbyn Do your bloody research, the Muslims saved the Jews from near extinction",0
"Just like God appointed King Cyrus to help Jews fight Babylon, Malaysians fought Imam of Pigs for Nigerians. They did a thorough job worthy of commendations. Sometimes, you just allow God fight for you. He never disappoints. May God disgrace every Imam of Pigs in your life!",0
The use of the police this way against the Jews in New York is shocking and completely out of control.  And let’s all take note: this is being done at the direction of a liberal Democrat Governor. https://t.co/643hy9E1wr,0
"ATTENTION NON-JEWS OF TWITTER:\n\nHere is a thread of super important Jewish days coming up that, if you are in charge of scheduling things, you should definitely avoid - assuming, of course, you want to be thoughtful for your Jewish friends and co-workers.",0
16 November 1935:\n\n85 years ago Hitler passed these laws:\n\n🔴Snatched the Citizenship and voting rights of Jews\n\n🔴Barred the inter-faith marriages leaglly\n\nIn Indian context:\n\n👉NRC\n\n👉Love-Jihad https://t.co/3TOvIhBhav https://t.co/i4Y9lZN0vV,0
"9-10 November 1938 | November Pogrom (#Kristallnacht) – a pogrom against the Jews throughout Nazi Germany. Hundreds killed &amp; died by suicide, 30,000 men arrested, over 1,000 synagogues burnt, over 7,000 Jewish businesses destroyed or damaged:   https://t.co/hrrnJUqR3e https://t.co/D0aMDflWtb",0
"Go and consult a copy of the Torah for what it teaches ALL of us Jews. Urgently. \n\nIn the case of the worst culprits on here, I've never come across such a bunch of disgusting hypocrites in my life.",0
"Beautiful! Indian Jews from the Bnei Menashe tribe, who have maintained 3000 years of Jewish tradition in India, are singing Israel’s national anthem ‘HaTikva’.\n\nThis touches my heart. 🇮🇱🇮🇳 https://t.co/4PxDjdIIEv",0
Wanna discuss this with actual Jews? https://t.co/ATt2WYn55H,0
"The deportation of Jews on trains was the last part of a long, slowly-developing process of humiliation, exclusion, persecution and hatred. \n\nWhat happened in #Auschwitz was the final stage of state-sponsored ideological hatred that was gradually turning into genocide. https://t.co/G8QHJxCtnQ",0
"So rather than killing Jews, Muslims, Mexicans, Trump is going to kill Octogenarians.\n#Holocaust #covid #COVIDー19 #COVID19 https://t.co/lTWlcjhdSZ",0
"You can say Jews, Congresswoman. https://t.co/9WrjaUvpsC",0
"Socialists will be socialists! In this photograph taken in 1938, the German National Socialists—the Nazis— force Jews in Vienna to kneel and clean the street. Racial humiliation as a form of political retaliation! https://t.co/nGDL8QN0pY",0
"You hang homosexuals, stone women and exterminate Jews. https://t.co/eip0bu8RIL",0
"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",0
"Man's inhumanity to man! The mass killing of human beings because they are inconvenient old people, or babies, or Jews, is evil in the extreme and shames humanity https://t.co/kfyT054Uh3",0
"The jews are digging more and more into the US. It is their escape from Royalty, their handicap has been an inferior fear of Royalty, they had to pass through countries of Royalty, to leave sufficient numbers in each Country to complete their aim of World Domination. They have a https://t.co/jQJ1I3VFLV",1
@Susan86011107 @ResistSister111 Another one just like these two: AL SHARPTON marching in the front of a KILL THE JEWS parade. We are infested with these hate swilling assholes.,0
"According to Twitter, it is perfectly acceptable for Iran to call for the open murder of Jews but a handful of credible &amp; certified doctors aren’t able to share good news about saving lives from the Chinese Virus\n\n🤔",0
Funny how the rabid left all of a sudden care about Jews when they want to make a political stab at the right. I'm surprised she hasn't mentioned Jo Cox or Hillsborough to try and seems morally superior. vile. https://t.co/sijeuiWcpd,0
MEDIA: Israeli forces beat innocent protesters on Temple Mount.\n\nREALITY: Radical protesters chanted about killing Jews outside the Al-Aqsa Mosque on Temple Mount. \n\nDon't let the media fool you. https://t.co/Ag6ama9ply,0
"""After phone calls with Jewish lawmakers, Trump has muttered that Jews 'are only in it for themselves' and 'stick together' in an ethnic allegiance that exceeds other loyalties,"" White House officials told @gregpmiller \n\nhttps://t.co/k9esqGje6c",0
Sharpton has called\n\nCops “pigs”\nWhites “interlopers”\nGreeks “homos” and\nJews “diamond merchants”\n\nSo that is pretty disgusting. https://t.co/SODj3YPBke,0
"To the Jews, crucifixion is a stumbling block. The whole process of crucifixion was seen as unclean/curse in the Jewish culture.\n\n📖| The Power of the Cross\n🎙| Pastor @MensaOtabil",0
"Palestinian mother of Muslim terrorist goes on TV to glorify her son who murdered Jews: ""My son was a butcher. He knew how to slaughter.""\nPalestinian Authority pays salaries to terrorists or their families for killing Jews.\nRT if you support Israel\nhttps://t.co/OCAxxszUgR",0
@Zimmlaw175 To all fellow Jews still voting D:  Are you sure this is the side you want to be on??? \n                       🤦🏻‍♀️,0
Which of your supporters are the silent type...\n\nThe ones screaming “Jews will not replace us”? \nThe ones having melt-downs ove face-masks? \nThe ones attacking a veteran who lost both her legs in combat?\nThe ones still chanting about an imaginary wall Mexico was going to pay for? https://t.co/3cl9e7n9YP,0
How many Jews would have been saved in WW2 if Israel existed EARLIER - and the Jews - who had nowhere to run to - had a national home?\n\nThe TRUE 'crime against humanity' is not of course that Israel exists today - but that so many spent the 1920s and 1930s delaying its arrival.,0
"1 Corinthians 12:13-14 (KJV)  For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit.\nFor the body is not one member, but many.",0
@JewishIdentity @EdenLevov @jewlicious Indeed it is very foolish for Zionists to pay. I am a proud Zionist as I dont hide that but yes some things we do are idiotic and very foolish so we kind of agree a bit 😘\n\nBut r U saying Chillal Hasehm does not apply to Jews who are Zionists?\n1/2,0
#IStandWithIPOB\n\n#StopBiafraKillings \n\nThe Nigerian government must stop killing Biafrans because they are Jews and Christians.\n\n⁦@StateDept⁩ ⁦@SecPompeo⁩ ⁦@CFR_org⁩ ⁦@MaziNnamdiKanu⁩ ⁦@NGRPresident⁩ ⁦ https://t.co/66cSzq1AJP,0
Are these University students or Jews in Hitler’s Germany? https://t.co/qft23vHnYP,0
"Imagine being German in the 30s like “I dont hate Jews, not one bit! Nothing against them. How dare you imply that, IM A NICE PERSON!! But that hitler is doing great things for this economy, you can’t deny that, so he’s getting my vote”.... \n\nthat’s what you fucking sound like",0
"@JoshieMoloshie Actually it wasn't just Christians, it was also Jews and Muslims. Not to mention\nIt's in the first Amendment of the Constitution. Even during a pandemic the Constitution still applies.",0
@philllosoraptor @Andiiterrapin Then Shapiro is also being a jerk and insulting his fellow Jews who don't vote the way he wants too.,0
"@S_LoreneCarol @searotonin @jewish_bisexual You’re 100% right. I’ve just had people tell me that nazis aren’t “about Jews anymore” when they very much are, and it’s just scary to be forgotten as one of their main targets when groups of them come together. But ofc you’re totally right.",0
Adviser suggested Corbyn did not empathise with Jews because they are ‘relatively prosperous’\nhttps://t.co/snV4ed1hIF https://t.co/boJoOyivbN,0
Joe Biden and Kamala Harris must call for an end to the Leftist attacks on 'Jews for Trump' supporters. https://t.co/4FHozvSGcK,0
"17 March 1942 | Germans sent the first transport of Jews from cities of Lublin &amp; Lwów (Lviv) to the extermination camp in Bełżec. This marks the beginning of extermination of Polish Jews &amp; thousands of Jews from other countries known as ""Aktion Reinhardt"" https://t.co/CiqptN3UBT https://t.co/6KP3Ifq1Zg",0
"""Imagine being a German in the 1930s and saying, 'I don't hate Jews and I have nothing against them and I'm a nice person. But I believe Hitler is doing great things for the economy and even though I don't condone everything he says, he still has my vote'.""",0
@Resistdwp @KarinIbn @bilmishmish @Rasputinish @derbylegend @Hades91117954 @Pakeha56 @Scripteladora @COPIA_COPMA1 @Joseetje3 @PriestSanity @ladyalmagreen @marks_tel @Phant3985 @HappyManor @iluvdemocracy99 @SwissTechie @metuka49 @serhumanomiguel @Aiwdx1 @slax43 @charemeeya @Bobby6172 @RyanMcC21197912 @DanielMazahreh @YB1234oo @Chizack @PobudkiewiczP @david_starof @TopRantKing @yetthecat1 @SimonVrouwe @MisterTwyst @Cigouave @RevolutionNow21 @Ein_Karem1948 @Steven495 @Elswood3 @BeeDeeCee_jr @Scot4Israel @ProModelWorld @edgyedgy123 @mlirh @JeffreyMarlowe @AllenE12344 @themoiety @kimbennylarsen @robinsonmsr10 @37inchass @IDF Will you stand there in the West Bank and ensure those Jews aren't slaughtered?,0
It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,0
"Williamson sees all Jews, apart from the self-haters, as the 'Israel lobby'; it's an antisemitic conspiracy theory which smears Britain's entire Jewish community and portrays us as bad faith actors. https://t.co/GMSKYEcHhG",0
"@CarterEFisher3 @SockAteMyDog @johnjohnword @Destronoma @GavinNewsom Tell that to the Jews during the Holocaust. Same plan, just a different look so it isn’t obvious.",0
The whole damn government is a pack of catholics with jews hiding in their closets..,1
‘Chilling Echoes’: British Jews join the fight for Uighur human rights in China https://t.co/TfOa2p0Xbi,0
"7 April 1944 | Two Slovak Jews Rudolf Vrba (b. 1924, no. 44070) and Alfred Wetzler (b. 1918, no. 29162) escaped from the German Nazi Auschwitz camp. Read their story in this thread ⬇️ https://t.co/1tFhJoF9Dx",0
Today has seen Jews reduced to a political football (again) to attack the left (again).\n\nTo all Jewish Communal Organisations celebrating this blatant partisan opportunism - have some self-respect!,0
